id,size,op,start_tick,end_tick,duration_s
164,12000,MOV,399481944,399482719,1.4351851851851851e-05
165,12000,MOV,400348120,400348858,1.3666666666666667e-05
166,12000,MOV,401211009,401211764,1.3981481481481482e-05
167,12000,MOV,402079977,402080762,1.4537037037037037e-05
168,12000,MOV,402945960,402946744,1.451851851851852e-05
169,12000,MOV,403811946,403812696,1.388888888888889e-05
170,12000,CPY,421956267,421957139,1.614814814814815e-05
171,12000,CPY,422822520,422823357,1.55e-05
172,12000,CPY,423688818,423689719,1.6685185185185187e-05
173,12000,CPY,424555117,424555993,1.6222222222222223e-05
174,12000,CPY,425421444,425422285,1.5574074074074074e-05
175,12000,CPY,426287731,426288847,2.0666666666666666e-05
176,12000,CPY,427154007,427154902,1.6574074074074075e-05
177,12000,CPY,428020311,428021143,1.5407407407407408e-05
178,12000,CPY,428886573,428887416,1.5611111111111113e-05
179,12000,CPY,429752882,429753753,1.612962962962963e-05
